,camis,name,boro,building,street,zipcode,phone,cuisine_description,inspection_date,action,violation_code,violation_description,critical_flag,score,inspection_type,address,zip_code,rating,price,cuisine
6403,50047976,jenivieve's jerk rotisserie,queens,22025,jamaica ave,11428,7187495292,Caribbean,2017-11-14,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,17.0,Cycle Inspection / Initial Inspection,22025 jamaica ave,11428,3.5,$,caribbean
6404,50047976,jenivieve's jerk rotisserie,queens,22025,jamaica ave,11428,7187495292,Caribbean,2017-11-30,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13.0,Cycle Inspection / Re-inspection,22025 jamaica ave,11428,3.5,$,caribbean
6405,50047976,jenivieve's jerk rotisserie,queens,22025,jamaica ave,11428,7187495292,Caribbean,2018-05-01,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,35.0,Cycle Inspection / Initial Inspection,22025 jamaica ave,11428,3.5,$,caribbean
6406,50047976,jenivieve's jerk rotisserie,queens,22025,jamaica ave,11428,7187495292,Caribbean,2018-06-28,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,10.0,Cycle Inspection / Re-inspection,22025 jamaica ave,11428,3.5,$,caribbean
6407,50047976,jenivieve's jerk rotisserie,queens,22025,jamaica ave,11428,7187495292,Caribbean,2018-11-09,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,15.0,Cycle Inspection / Initial Inspection,22025 jamaica ave,11428,3.5,$,caribbean
6408,50047976,jenivieve's jerk rotisserie,queens,22025,jamaica ave,11428,7187495292,Caribbean,2018-12-05,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,10.0,Cycle Inspection / Re-inspection,22025 jamaica ave,11428,3.5,$,caribbean
6409,50048023,main house bbq,brooklyn,6001,strickland ave,11234,7186738773,Jewish/Kosher,2017-04-27,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,2.0,Pre-permit (Operational) / Initial Inspection,6001 strickland ave,11234,4.0,$$$,bbq
6410,50048023,main house bbq,brooklyn,6001,strickland ave,11234,7186738773,Jewish/Kosher,2018-05-08,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,13.0,Cycle Inspection / Initial Inspection,6001 strickland ave,11234,4.0,$$$,bbq
6411,50048058,popeyes louisiana kitchen,queens,9220,jamaica ave,11421,7188460950,Chicken,2016-05-18,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,22.0,Pre-permit (Operational) / Initial Inspection,9220 jamaica ave,11421,3.5,$,chicken_wings
6412,50048058,popeyes louisiana kitchen,queens,9220,jamaica ave,11421,7188460950,Chicken,2016-06-25,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7.0,Pre-permit (Operational) / Re-inspection,9220 jamaica ave,11421,3.5,$,chicken_wings
6413,50048058,popeyes louisiana kitchen,queens,9220,jamaica ave,11421,7188460950,Chicken,2016-10-25,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,6.0,Cycle Inspection / Initial Inspection,9220 jamaica ave,11421,3.5,$,chicken_wings
6414,50048058,popeyes louisiana kitchen,queens,9220,jamaica ave,11421,7188460950,Chicken,2017-12-27,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,36.0,Cycle Inspection / Initial Inspection,9220 jamaica ave,11421,3.5,$,chicken_wings
6415,50048058,popeyes louisiana kitchen,queens,9220,jamaica ave,11421,7188460950,Chicken,2018-01-17,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12.0,Cycle Inspection / Re-inspection,9220 jamaica ave,11421,3.5,$,chicken_wings
6416,50048058,popeyes louisiana kitchen,queens,9220,jamaica ave,11421,7188460950,Chicken,2018-05-22,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10.0,Cycle Inspection / Initial Inspection,9220 jamaica ave,11421,3.5,$,chicken_wings
6417,50048238,burgerfi,brooklyn,719,86th st,11228,7188360836,American,2016-06-27,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,6.0,Pre-permit (Non-operational) / Initial Inspection,719 86 st,11228,4.0,$$,hotdog
6418,50048238,burgerfi,brooklyn,719,86th st,11228,7188360836,American,2016-11-22,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,10.0,Cycle Inspection / Initial Inspection,719 86 st,11228,4.0,$$,hotdog
6419,50048238,burgerfi,brooklyn,719,86th st,11228,7188360836,American,2018-02-15,Violations were cited in the following area(s).,08B,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",Not Critical,2.0,Cycle Inspection / Initial Inspection,719 86 st,11228,4.0,$$,hotdog
6420,50048260,zouji bbq,queens,4283,main st,11355,7183530086,Chinese,2016-07-28,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,19.0,Pre-permit (Operational) / Initial Inspection,4283 main st,11355,4.0,$$,bbq
6421,50048260,zouji bbq,queens,4283,main st,11355,7183530086,Chinese,2016-08-23,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,11.0,Pre-permit (Operational) / Re-inspection,4283 main st,11355,4.0,$$,bbq
6422,50048260,zouji bbq,queens,4283,main st,11355,7183530086,Chinese,2017-03-27,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,4.0,Cycle Inspection / Initial Inspection,4283 main st,11355,4.0,$$,bbq
6423,50048260,zouji bbq,queens,4283,main st,11355,7183530086,Chinese,2018-04-11,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,18.0,Cycle Inspection / Initial Inspection,4283 main st,11355,4.0,$$,bbq
6424,50048260,zouji bbq,queens,4283,main st,11355,7183530086,Chinese,2018-05-21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,11.0,Cycle Inspection / Re-inspection,4283 main st,11355,4.0,$$,bbq
6425,50048386,mamma luciana's,queens,1511,college point blvd,11356,7184456262,Pizza/Italian,2016-07-27,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,2.0,Pre-permit (Operational) / Initial Inspection,1511 college point blvd,11356,4.0,$,pizza
6426,50048386,mamma luciana's,queens,1511,college point blvd,11356,7184456262,Pizza/Italian,2016-09-24,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,6.0,Pre-permit (Operational) / Re-inspection,1511 college point blvd,11356,4.0,$,pizza
6427,50048386,mamma luciana's,queens,1511,college point blvd,11356,7184456262,Pizza/Italian,2017-05-09,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,37.0,Cycle Inspection / Initial Inspection,1511 college point blvd,11356,4.0,$,pizza
6428,50048386,mamma luciana's,queens,1511,college point blvd,11356,7184456262,Pizza/Italian,2017-05-17,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,6.0,Cycle Inspection / Re-inspection,1511 college point blvd,11356,4.0,$,pizza
6429,50048386,mamma luciana's,queens,1511,college point blvd,11356,7184456262,Pizza/Italian,2018-01-10,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,29.0,Cycle Inspection / Initial Inspection,1511 college point blvd,11356,4.0,$,pizza
6430,50048386,mamma luciana's,queens,1511,college point blvd,11356,7184456262,Pizza/Italian,2018-01-24,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,12.0,Cycle Inspection / Re-inspection,1511 college point blvd,11356,4.0,$,pizza
6431,50048386,mamma luciana's,queens,1511,college point blvd,11356,7184456262,Pizza/Italian,2018-06-05,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,28.0,Cycle Inspection / Initial Inspection,1511 college point blvd,11356,4.0,$,pizza
6432,50048386,mamma luciana's,queens,1511,college point blvd,11356,7184456262,Pizza/Italian,2018-07-09,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,11.0,Cycle Inspection / Re-inspection,1511 college point blvd,11356,4.0,$,pizza
6433,50048386,mamma luciana's,queens,1511,college point blvd,11356,7184456262,Pizza/Italian,2018-10-30,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,40.0,Cycle Inspection / Initial Inspection,1511 college point blvd,11356,4.0,$,pizza
6434,50048386,mamma luciana's,queens,1511,college point blvd,11356,7184456262,Pizza/Italian,2018-11-29,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,13.0,Cycle Inspection / Re-inspection,1511 college point blvd,11356,4.0,$,pizza
6435,50048500,east meets west,queens,6507,woodhaven blvd,11374,7188309788,Chinese,2016-05-02,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,10.0,Pre-permit (Operational) / Initial Inspection,6507 woodhaven blvd,11374,2.5,$,chinese
6436,50048500,east meets west,queens,6507,woodhaven blvd,11374,7188309788,Chinese,2016-06-30,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,13.0,Pre-permit (Operational) / Re-inspection,6507 woodhaven blvd,11374,2.5,$,chinese
6437,50048500,east meets west,queens,6507,woodhaven blvd,11374,7188309788,Chinese,2017-02-13,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,10.0,Cycle Inspection / Initial Inspection,6507 woodhaven blvd,11374,2.5,$,chinese
6438,50048500,east meets west,queens,6507,woodhaven blvd,11374,7188309788,Chinese,2017-03-01,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,14.0,Cycle Inspection / Re-inspection,6507 woodhaven blvd,11374,2.5,$,chinese
6439,50048500,east meets west,queens,6507,woodhaven blvd,11374,7188309788,Chinese,2017-12-19,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,7.0,Cycle Inspection / Initial Inspection,6507 woodhaven blvd,11374,2.5,$,chinese
6440,50048500,east meets west,queens,6507,woodhaven blvd,11374,7188309788,Chinese,2018-02-28,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,10.0,Cycle Inspection / Re-inspection,6507 woodhaven blvd,11374,2.5,$,chinese
6441,50048500,east meets west,queens,6507,woodhaven blvd,11374,7188309788,Chinese,2018-06-26,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,26.0,Cycle Inspection / Initial Inspection,6507 woodhaven blvd,11374,2.5,$,chinese
